Borough code,Borough,Year/Month,Average House Price £
E09000001,City of London,Jun-12,542518
E09000001,City of London,Jul-12,543037
E09000001,City of London,Aug-12,496168
E09000001,City of London,Sep-12,525971
E09000001,City of London,Oct-12,521769
E09000001,City of London,Nov-12,521448
E09000001,City of London,Dec-12,491529
E09000001,City of London,Jan-13,465451
E09000001,City of London,Feb-13,499207
E09000001,City of London,Mar-13,527874
E09000001,City of London,Apr-13,590685
E09000001,City of London,May-13,578037
E09000001,City of London,Jun-13,662700
E09000001,City of London,Jul-13,651116
E09000001,City of London,Aug-13,645847
E09000001,City of London,Sep-13,529619
E09000001,City of London,Oct-13,527374
E09000001,City of London,Nov-13,546793
E09000001,City of London,Dec-13,615401
E09000001,City of London,Jan-14,625001
E09000001,City of London,Feb-14,648359
E09000001,City of London,Mar-14,654629
E09000001,City of London,Apr-14,665262
E09000001,City of London,May-14,682663
E09000001,City of London,Jun-14,697309
E09000001,City of London,Jul-14,724282
E09000001,City of London,Aug-14,761544
E09000001,City of London,Sep-14,753704
E09000001,City of London,Oct-14,763369
E09000001,City of London,Nov-14,762735
E09000001,City of London,Dec-14,773768
E09000001,City of London,Jan-15,783667
E09000001,City of London,Feb-15,760550
E09000001,City of London,Mar-15,767207
E09000001,City of London,Apr-15,729148
E09000001,City of London,May-15,762815
E09000001,City of London,Jun-15,776509
E09000001,City of London,Jul-15,779097
E09000001,City of London,Aug-15,760243
E09000001,City of London,Sep-15,767464
E09000001,City of London,Oct-15,781358
E09000001,City of London,Nov-15,741727
E09000001,City of London,Dec-15,713253
E09000001,City of London,Jan-16,736788
E09000001,City of London,Feb-16,765644
E09000001,City of London,Mar-16,794754
E09000001,City of London,Apr-16,805320
E09000001,City of London,May-16,845579
E09000001,City of London,Jun-16,907965
E09000001,City of London,Jul-16,911827
E09000001,City of London,Aug-16,848269
E09000001,City of London,Sep-16,780527
E09000001,City of London,Oct-16,792664
E09000001,City of London,Nov-16,818663
E09000001,City of London,Dec-16,811786
E09000001,City of London,Jan-17,820305
E09000001,City of London,Feb-17,820665
E09000001,City of London,Mar-17,853943
E09000001,City of London,Apr-17,906146
E09000001,City of London,May-17,939912
E09000001,City of London,Jun-17,930979
E09000001,City of London,Jul-17,854798
E09000001,City of London,Aug-17,847422
E09000001,City of London,Sep-17,836674
E09000001,City of London,Oct-17,818477
E09000001,City of London,Nov-17,790159
E09000001,City of London,Dec-17,778002
E09000001,City of London,Jan-18,802129
E09000001,City of London,Feb-18,783266
E09000001,City of London,Mar-18,740799
E09000001,City of London,Apr-18,732351
E09000001,City of London,May-18,796399
E09000001,City of London,Jun-18,789278
E09000001,City of London,Jul-18,809697
E09000001,City of London,Aug-18,784144
E09000001,City of London,Sep-18,800875
E09000001,City of London,Oct-18,802869
E09000001,City of London,Nov-18,764207
E09000001,City of London,Dec-18,811694
E09000001,City of London,Jan-19,865636
E09000001,City of London,Feb-19,894520
E09000001,City of London,Mar-19,853451
E09000001,City of London,Apr-19,738797
E09000001,City of London,May-19,719218
E09000001,City of London,Jun-19,761526
E09000001,City of London,Jul-19,756407
E09000001,City of London,Aug-19,813770
E09000001,City of London,Sep-19,810455
E09000001,City of London,Oct-19,826227
E09000001,City of London,Nov-19,772325
E09000001,City of London,Dec-19,757730
E09000001,City of London,Jan-20,773786
E09000001,City of London,Feb-20,800016
E09000001,City of London,Mar-20,836241
E09000001,City of London,Apr-20,920444
E09000001,City of London,May-20,918209
E09000001,City of London,Jun-20,882872
E09000001,City of London,Jul-20,786627
E09000001,City of London,Aug-20,827659
E09000001,City of London,Sep-20,798499
E09000001,City of London,Oct-20,836807
E09000001,City of London,Nov-20,769392
E09000001,City of London,Dec-20,801999
E09000001,City of London,Jan-21,758077
E09000001,City of London,Feb-21,727872
E09000001,City of London,Mar-21,725635
E09000001,City of London,Apr-21,748815
E09000001,City of London,May-21,756082
E09000001,City of London,Jun-21,773492
E09000001,City of London,Jul-21,948729
E09000001,City of London,Aug-21,953551
E09000001,City of London,Sep-21,954884
E09000001,City of London,Oct-21,793389
E09000001,City of London,Nov-21,799675
E09000001,City of London,Dec-21,809376
E09000001,City of London,Jan-22,791257
E09000001,City of London,Feb-22,812253
E09000001,City of London,Mar-22,781352
E09000001,City of London,Apr-22,812591
E09000001,City of London,May-22,799113
E09000001,City of London,Jun-22,825337
E09000001,City of London,Jul-22,809467
E09000001,City of London,Aug-22,807647
E09000001,City of London,Sep-22,783570
E09000002,Barking & Dagenham,Jan-95,50460
E09000002,Barking & Dagenham,Feb-95,51086
E09000002,Barking & Dagenham,Mar-95,51269
E09000002,Barking & Dagenham,Apr-95,53134
E09000002,Barking & Dagenham,May-95,53042
E09000002,Barking & Dagenham,Jun-95,53700
E09000002,Barking & Dagenham,Jul-95,52113
E09000002,Barking & Dagenham,Aug-95,52232
E09000002,Barking & Dagenham,Sep-95,51472
E09000002,Barking & Dagenham,Oct-95,51514
E09000002,Barking & Dagenham,Nov-95,50849
E09000002,Barking & Dagenham,Dec-95,50945
E09000002,Barking & Dagenham,Jan-96,50828
E09000002,Barking & Dagenham,Feb-96,51441
E09000002,Barking & Dagenham,Mar-96,51907
E09000002,Barking & Dagenham,Apr-96,51724
E09000002,Barking & Dagenham,May-96,51736
E09000002,Barking & Dagenham,Jun-96,50761
E09000002,Barking & Dagenham,Jul-96,50621
E09000002,Barking & Dagenham,Aug-96,51105
E09000002,Barking & Dagenham,Sep-96,51893
E09000002,Barking & Dagenham,Oct-96,52533
E09000002,Barking & Dagenham,Nov-96,52216
E09000002,Barking & Dagenham,Dec-96,53854
E09000002,Barking & Dagenham,Jan-97,54459
E09000002,Barking & Dagenham,Feb-97,55451
E09000002,Barking & Dagenham,Mar-97,55005
E09000002,Barking & Dagenham,Apr-97,55280
E09000002,Barking & Dagenham,May-97,54937
E09000002,Barking & Dagenham,Jun-97,55287
E09000002,Barking & Dagenham,Jul-97,55659
E09000002,Barking & Dagenham,Aug-97,56507
E09000002,Barking & Dagenham,Sep-97,56306
E09000002,Barking & Dagenham,Oct-97,57200
E09000002,Barking & Dagenham,Nov-97,57575
E09000002,Barking & Dagenham,Dec-97,58025
E09000002,Barking & Dagenham,Jan-98,57559
E09000002,Barking & Dagenham,Feb-98,57360
E09000002,Barking & Dagenham,Mar-98,57908
E09000002,Barking & Dagenham,Apr-98,59196
E09000002,Barking & Dagenham,May-98,60356
E09000002,Barking & Dagenham,Jun-98,60583
E09000002,Barking & Dagenham,Jul-98,60412
E09000002,Barking & Dagenham,Aug-98,60837
E09000002,Barking & Dagenham,Sep-98,61485
E09000002,Barking & Dagenham,Oct-98,62005
E09000002,Barking & Dagenham,Nov-98,62240
E09000002,Barking & Dagenham,Dec-98,63488
E09000002,Barking & Dagenham,Jan-99,64532
E09000002,Barking & Dagenham,Feb-99,64166
E09000002,Barking & Dagenham,Mar-99,63528
E09000002,Barking & Dagenham,Apr-99,63580
E09000002,Barking & Dagenham,May-99,64508
E09000002,Barking & Dagenham,Jun-99,64704
E09000002,Barking & Dagenham,Jul-99,64921
E09000002,Barking & Dagenham,Aug-99,65385
E09000002,Barking & Dagenham,Sep-99,66003
E09000002,Barking & Dagenham,Oct-99,66367
E09000002,Barking & Dagenham,Nov-99,67344
E09000002,Barking & Dagenham,Dec-99,68812
E09000002,Barking & Dagenham,Jan-00,71079
E09000002,Barking & Dagenham,Feb-00,72633
E09000002,Barking & Dagenham,Mar-00,73624
E09000002,Barking & Dagenham,Apr-00,73800
E09000002,Barking & Dagenham,May-00,75126
E09000002,Barking & Dagenham,Jun-00,76939
E09000002,Barking & Dagenham,Jul-00,78869
E09000002,Barking & Dagenham,Aug-00,80150
E09000002,Barking & Dagenham,Sep-00,81761
E09000002,Barking & Dagenham,Oct-00,82501
E09000002,Barking & Dagenham,Nov-00,82386
E09000002,Barking & Dagenham,Dec-00,81726
E09000002,Barking & Dagenham,Jan-01,82343
E09000002,Barking & Dagenham,Feb-01,83266
E09000002,Barking & Dagenham,Mar-01,84058
E09000002,Barking & Dagenham,Apr-01,83965
E09000002,Barking & Dagenham,May-01,85124
E09000002,Barking & Dagenham,Jun-01,86732
E09000002,Barking & Dagenham,Jul-01,89194
E09000002,Barking & Dagenham,Aug-01,90462
E09000002,Barking & Dagenham,Sep-01,92610
E09000002,Barking & Dagenham,Oct-01,93584
E09000002,Barking & Dagenham,Nov-01,95918
E09000002,Barking & Dagenham,Dec-01,96712
E09000002,Barking & Dagenham,Jan-02,98713
E09000002,Barking & Dagenham,Feb-02,100229
E09000002,Barking & Dagenham,Mar-02,101633
E09000002,Barking & Dagenham,Apr-02,103885
E09000002,Barking & Dagenham,May-02,105761
E09000002,Barking & Dagenham,Jun-02,108615
E09000002,Barking & Dagenham,Jul-02,111983
E09000002,Barking & Dagenham,Aug-02,115548
E09000002,Barking & Dagenham,Sep-02,118331
E09000002,Barking & Dagenham,Oct-02,122940
E09000002,Barking & Dagenham,Nov-02,127316
E09000002,Barking & Dagenham,Dec-02,131709
E09000002,Barking & Dagenham,Jan-03,134750
E09000002,Barking & Dagenham,Feb-03,138195
E09000002,Barking & Dagenham,Mar-03,142207
E09000002,Barking & Dagenham,Apr-03,142192
E09000002,Barking & Dagenham,May-03,142797
E09000002,Barking & Dagenham,Jun-03,141957
E09000002,Barking & Dagenham,Jul-03,142223
E09000002,Barking & Dagenham,Aug-03,142792
E09000002,Barking & Dagenham,Sep-03,141707
E09000002,Barking & Dagenham,Oct-03,145136
E09000002,Barking & Dagenham,Nov-03,146331
E09000002,Barking & Dagenham,Dec-03,149701
E09000002,Barking & Dagenham,Jan-04,150115
E09000002,Barking & Dagenham,Feb-04,152688
E09000002,Barking & Dagenham,Mar-04,153591
E09000002,Barking & Dagenham,Apr-04,154014
E09000002,Barking & Dagenham,May-04,154361
E09000002,Barking & Dagenham,Jun-04,156951
E09000002,Barking & Dagenham,Jul-04,159227
E09000002,Barking & Dagenham,Aug-04,160620
E09000002,Barking & Dagenham,Sep-04,162821
E09000002,Barking & Dagenham,Oct-04,164422
E09000002,Barking & Dagenham,Nov-04,165172
E09000002,Barking & Dagenham,Dec-04,164130
E09000002,Barking & Dagenham,Jan-05,164484
E09000002,Barking & Dagenham,Feb-05,162324
E09000002,Barking & Dagenham,Mar-05,161927
E09000002,Barking & Dagenham,Apr-05,162771
E09000002,Barking & Dagenham,May-05,164000
E09000002,Barking & Dagenham,Jun-05,165770
E09000002,Barking & Dagenham,Jul-05,162428
E09000002,Barking & Dagenham,Aug-05,164000
E09000002,Barking & Dagenham,Sep-05,163111
E09000002,Barking & Dagenham,Oct-05,164179
E09000002,Barking & Dagenham,Nov-05,162695
E09000002,Barking & Dagenham,Dec-05,162642
E09000002,Barking & Dagenham,Jan-06,162340
E09000002,Barking & Dagenham,Feb-06,163024
E09000002,Barking & Dagenham,Mar-06,162004
E09000002,Barking & Dagenham,Apr-06,164204
E09000002,Barking & Dagenham,May-06,166048
E09000002,Barking & Dagenham,Jun-06,169013
E09000002,Barking & Dagenham,Jul-06,170204
E09000002,Barking & Dagenham,Aug-06,171177
E09000002,Barking & Dagenham,Sep-06,170251
E09000002,Barking & Dagenham,Oct-06,170091
E09000002,Barking & Dagenham,Nov-06,171598
E09000002,Barking & Dagenham,Dec-06,174285
E09000002,Barking & Dagenham,Jan-07,176577
E09000002,Barking & Dagenham,Feb-07,177051
E09000002,Barking & Dagenham,Mar-07,179011
E09000002,Barking & Dagenham,Apr-07,179847
E09000002,Barking & Dagenham,May-07,181828
E09000002,Barking & Dagenham,Jun-07,183476
E09000002,Barking & Dagenham,Jul-07,185929
E09000002,Barking & Dagenham,Aug-07,187337
E09000002,Barking & Dagenham,Sep-07,190223
E09000002,Barking & Dagenham,Oct-07,191576
E09000002,Barking & Dagenham,Nov-07,193603
E09000002,Barking & Dagenham,Dec-07,192458
E09000002,Barking & Dagenham,Jan-08,194235
E09000002,Barking & Dagenham,Feb-08,193699
E09000002,Barking & Dagenham,Mar-08,196257
E09000002,Barking & Dagenham,Apr-08,192932
E09000002,Barking & Dagenham,May-08,193573
E09000002,Barking & Dagenham,Jun-08,190727
E09000002,Barking & Dagenham,Jul-08,191067
E09000002,Barking & Dagenham,Aug-08,189100
E09000002,Barking & Dagenham,Sep-08,184659
E09000002,Barking & Dagenham,Oct-08,177921
E09000002,Barking & Dagenham,Nov-08,174390
E09000002,Barking & Dagenham,Dec-08,169722
E09000002,Barking & Dagenham,Jan-09,166798
E09000002,Barking & Dagenham,Feb-09,161879
E09000002,Barking & Dagenham,Mar-09,156811
E09000002,Barking & Dagenham,Apr-09,152209
E09000002,Barking & Dagenham,May-09,148433
E09000002,Barking & Dagenham,Jun-09,150194
E09000002,Barking & Dagenham,Jul-09,154105
E09000002,Barking & Dagenham,Aug-09,156272
E09000002,Barking & Dagenham,Sep-09,155827
E09000002,Barking & Dagenham,Oct-09,156674
E09000002,Barking & Dagenham,Nov-09,157272
E09000002,Barking & Dagenham,Dec-09,160889
E09000002,Barking & Dagenham,Jan-10,162905
E09000002,Barking & Dagenham,Feb-10,163023
E09000002,Barking & Dagenham,Mar-10,162831
E09000002,Barking & Dagenham,Apr-10,162756
E09000002,Barking & Dagenham,May-10,164903
E09000002,Barking & Dagenham,Jun-10,167148
E09000002,Barking & Dagenham,Jul-10,168661
E09000002,Barking & Dagenham,Aug-10,170216
E09000002,Barking & Dagenham,Sep-10,170253
E09000002,Barking & Dagenham,Oct-10,170298
E09000002,Barking & Dagenham,Nov-10,169250
E09000002,Barking & Dagenham,Dec-10,166485
E09000002,Barking & Dagenham,Jan-11,163821
E09000002,Barking & Dagenham,Feb-11,162484
E09000002,Barking & Dagenham,Mar-11,161660
E09000002,Barking & Dagenham,Apr-11,162401
E09000002,Barking & Dagenham,May-11,162703
E09000002,Barking & Dagenham,Jun-11,162304
E09000002,Barking & Dagenham,Jul-11,160895
E09000002,Barking & Dagenham,Aug-11,163477
E09000002,Barking & Dagenham,Sep-11,166865
E09000002,Barking & Dagenham,Oct-11,167493
E09000002,Barking & Dagenham,Nov-11,164847
E09000002,Barking & Dagenham,Dec-11,162631
E09000002,Barking & Dagenham,Jan-12,163899
E09000002,Barking & Dagenham,Feb-12,163607
E09000002,Barking & Dagenham,Mar-12,164438
E09000002,Barking & Dagenham,Apr-12,164731
E09000002,Barking & Dagenham,May-12,166503
E09000002,Barking & Dagenham,Jun-12,168049
E09000002,Barking & Dagenham,Jul-12,168007
E09000002,Barking & Dagenham,Aug-12,166180
E09000002,Barking & Dagenham,Sep-12,165304
E09000002,Barking & Dagenham,Oct-12,165328
E09000002,Barking & Dagenham,Nov-12,166508
E09000002,Barking & Dagenham,Dec-12,167813
E09000002,Barking & Dagenham,Jan-13,167919
E09000002,Barking & Dagenham,Feb-13,169461
E09000002,Barking & Dagenham,Mar-13,169414
E09000002,Barking & Dagenham,Apr-13,169968
E09000002,Barking & Dagenham,May-13,170475
E09000002,Barking & Dagenham,Jun-13,172652
E09000002,Barking & Dagenham,Jul-13,174604
E09000002,Barking & Dagenham,Aug-13,173720
E09000002,Barking & Dagenham,Sep-13,174761
E09000002,Barking & Dagenham,Oct-13,176821
E09000002,Barking & Dagenham,Nov-13,181910
E09000002,Barking & Dagenham,Dec-13,183099
E09000002,Barking & Dagenham,Jan-14,184884
E09000002,Barking & Dagenham,Feb-14,185428
E09000002,Barking & Dagenham,Mar-14,189877
E09000002,Barking & Dagenham,Apr-14,193077
E09000002,Barking & Dagenham,May-14,196620
E09000002,Barking & Dagenham,Jun-14,198040
E09000002,Barking & Dagenham,Jul-14,201936
E09000002,Barking & Dagenham,Aug-14,204974
E09000002,Barking & Dagenham,Sep-14,210412
E09000002,Barking & Dagenham,Oct-14,213903
E09000002,Barking & Dagenham,Nov-14,216631
E09000002,Barking & Dagenham,Dec-14,218285
E09000002,Barking & Dagenham,Jan-15,220070
E09000002,Barking & Dagenham,Feb-15,222919
E09000002,Barking & Dagenham,Mar-15,222417
E09000002,Barking & Dagenham,Apr-15,222176
E09000002,Barking & Dagenham,May-15,221826
E09000002,Barking & Dagenham,Jun-15,227558
E09000002,Barking & Dagenham,Jul-15,235702
E09000002,Barking & Dagenham,Aug-15,241735
E09000002,Barking & Dagenham,Sep-15,243479
E09000002,Barking & Dagenham,Oct-15,243539
E09000002,Barking & Dagenham,Nov-15,246955
E09000002,Barking & Dagenham,Dec-15,253145
E09000002,Barking & Dagenham,Jan-16,258758
E09000002,Barking & Dagenham,Feb-16,262861
E09000002,Barking & Dagenham,Mar-16,266209
E09000002,Barking & Dagenham,Apr-16,266744
E09000002,Barking & Dagenham,May-16,268081
E09000002,Barking & Dagenham,Jun-16,269318
E09000002,Barking & Dagenham,Jul-16,274243
E09000002,Barking & Dagenham,Aug-16,279484
E09000002,Barking & Dagenham,Sep-16,283654
E09000002,Barking & Dagenham,Oct-16,286210
E09000002,Barking & Dagenham,Nov-16,285853
E09000002,Barking & Dagenham,Dec-16,285622
E09000002,Barking & Dagenham,Jan-17,282441
E09000002,Barking & Dagenham,Feb-17,280698
E09000002,Barking & Dagenham,Mar-17,278213
E09000002,Barking & Dagenham,Apr-17,280567
E09000002,Barking & Dagenham,May-17,286018
E09000002,Barking & Dagenham,Jun-17,289569
E09000002,Barking & Dagenham,Jul-17,291727
E09000002,Barking & Dagenham,Aug-17,290965
E09000002,Barking & Dagenham,Sep-17,292519
E09000002,Barking & Dagenham,Oct-17,293390
E09000002,Barking & Dagenham,Nov-17,293796
E09000002,Barking & Dagenham,Dec-17,292915
E09000002,Barking & Dagenham,Jan-18,291548
E09000002,Barking & Dagenham,Feb-18,292777
E09000002,Barking & Dagenham,Mar-18,291723
E09000002,Barking & Dagenham,Apr-18,291184
E09000002,Barking & Dagenham,May-18,290239
E09000002,Barking & Dagenham,Jun-18,294236
E09000002,Barking & Dagenham,Jul-18,294953
E09000002,Barking & Dagenham,Aug-18,295908
E09000002,Barking & Dagenham,Sep-18,296424
E09000002,Barking & Dagenham,Oct-18,299648
E09000002,Barking & Dagenham,Nov-18,302606
E09000002,Barking & Dagenham,Dec-18,301114
E09000002,Barking & Dagenham,Jan-19,297181
E09000002,Barking & Dagenham,Feb-19,293839
E09000002,Barking & Dagenham,Mar-19,294065
E09000002,Barking & Dagenham,Apr-19,295498
E09000002,Barking & Dagenham,May-19,295092
E09000002,Barking & Dagenham,Jun-19,293889
E09000002,Barking & Dagenham,Jul-19,297426
E09000002,Barking & Dagenham,Aug-19,299421
E09000002,Barking & Dagenham,Sep-19,304778
E09000002,Barking & Dagenham,Oct-19,304579
E09000002,Barking & Dagenham,Nov-19,304515
E09000002,Barking & Dagenham,Dec-19,299771
E09000002,Barking & Dagenham,Jan-20,303055
E09000002,Barking & Dagenham,Feb-20,302697
E09000002,Barking & Dagenham,Mar-20,301413
E09000002,Barking & Dagenham,Apr-20,293603
E09000002,Barking & Dagenham,May-20,293816
E09000002,Barking & Dagenham,Jun-20,300526
E09000002,Barking & Dagenham,Jul-20,304556
E09000002,Barking & Dagenham,Aug-20,304924
E09000002,Barking & Dagenham,Sep-20,301702
E09000002,Barking & Dagenham,Oct-20,304852
E09000002,Barking & Dagenham,Nov-20,305012
E09000002,Barking & Dagenham,Dec-20,309560
E09000002,Barking & Dagenham,Jan-21,312740
E09000002,Barking & Dagenham,Feb-21,314920
E09000002,Barking & Dagenham,Mar-21,311911
E09000002,Barking & Dagenham,Apr-21,310454
E09000002,Barking & Dagenham,May-21,309571
E09000002,Barking & Dagenham,Jun-21,314031
E09000002,Barking & Dagenham,Jul-21,309541
E09000002,Barking & Dagenham,Aug-21,313791
E09000002,Barking & Dagenham,Sep-21,315039
E09000002,Barking & Dagenham,Oct-21,326713
E09000002,Barking & Dagenham,Nov-21,328531
E09000002,Barking & Dagenham,Dec-21,330851
E09000002,Barking & Dagenham,Jan-22,335893
E09000002,Barking & Dagenham,Feb-22,339027
E09000002,Barking & Dagenham,Mar-22,339588
E09000002,Barking & Dagenham,Apr-22,334920
E09000002,Barking & Dagenham,May-22,338355
E09000002,Barking & Dagenham,Jun-22,346172
E09000002,Barking & Dagenham,Jul-22,350017
E09000002,Barking & Dagenham,Aug-22,349553
E09000002,Barking & Dagenham,Sep-22,350039
E09000003,Barnet,Jan-95,93285
E09000003,Barnet,Feb-95,93190
E09000003,Barnet,Mar-95,92248
E09000003,Barnet,Apr-95,90763
