Borough code,Borough,Year/Month,Average House Price £
E09000008,Croydon,Oct-99,101977
E09000008,Croydon,Nov-99,104762
E09000008,Croydon,Dec-99,107480
E09000008,Croydon,Jan-00,109119
E09000008,Croydon,Feb-00,110941
E09000008,Croydon,Mar-00,111889
E09000008,Croydon,Apr-00,114686
E09000008,Croydon,May-00,117832
E09000008,Croydon,Jun-00,120124
E09000008,Croydon,Jul-00,121235
E09000008,Croydon,Aug-00,120921
E09000008,Croydon,Sep-00,123050
E09000008,Croydon,Oct-00,124661
E09000008,Croydon,Nov-00,125098
E09000008,Croydon,Dec-00,125773
E09000008,Croydon,Jan-01,127511
E09000008,Croydon,Feb-01,128762
E09000008,Croydon,Mar-01,127734
E09000008,Croydon,Apr-01,125019
E09000008,Croydon,May-01,125998
E09000008,Croydon,Jun-01,129022
E09000008,Croydon,Jul-01,132897
E09000008,Croydon,Aug-01,135558
E09000008,Croydon,Sep-01,137157
E09000008,Croydon,Oct-01,138691
E09000008,Croydon,Nov-01,140118
E09000008,Croydon,Dec-01,141645
E09000008,Croydon,Jan-02,143108
E09000008,Croydon,Feb-02,144641
E09000008,Croydon,Mar-02,146049
E09000008,Croydon,Apr-02,148537
E09000008,Croydon,May-02,151795
E09000008,Croydon,Jun-02,154509
E09000008,Croydon,Jul-02,157328
E09000008,Croydon,Aug-02,160483
E09000008,Croydon,Sep-02,163974
E09000008,Croydon,Oct-02,167439
E09000008,Croydon,Nov-02,171614
E09000008,Croydon,Dec-02,174796
E09000008,Croydon,Jan-03,177880
E09000008,Croydon,Feb-03,179868
E09000008,Croydon,Mar-03,181540
E09000008,Croydon,Apr-03,183801
E09000008,Croydon,May-03,185932
E09000008,Croydon,Jun-03,187553
E09000008,Croydon,Jul-03,187761
E09000008,Croydon,Aug-03,186702
E09000008,Croydon,Sep-03,188268
E09000008,Croydon,Oct-03,189355
E09000008,Croydon,Nov-03,190747
E09000008,Croydon,Dec-03,190002
E09000008,Croydon,Jan-04,190401
E09000008,Croydon,Feb-04,190354
E09000008,Croydon,Mar-04,192275
E09000008,Croydon,Apr-04,194279
E09000008,Croydon,May-04,196513
E09000008,Croydon,Jun-04,199033
E09000008,Croydon,Jul-04,200128
E09000008,Croydon,Aug-04,201797
E09000008,Croydon,Sep-04,202307
E09000008,Croydon,Oct-04,204325
E09000008,Croydon,Nov-04,205519
E09000008,Croydon,Dec-04,206133
E09000008,Croydon,Jan-05,206825
E09000008,Croydon,Feb-05,204754
E09000008,Croydon,Mar-05,204802
E09000008,Croydon,Apr-05,202976
E09000008,Croydon,May-05,204439
E09000008,Croydon,Jun-05,203802
E09000008,Croydon,Jul-05,204598
E09000008,Croydon,Aug-05,203256
E09000008,Croydon,Sep-05,203882
E09000008,Croydon,Oct-05,204015
E09000008,Croydon,Nov-05,204773
E09000008,Croydon,Dec-05,204766
E09000008,Croydon,Jan-06,204536
E09000008,Croydon,Feb-06,207312
E09000008,Croydon,Mar-06,208650
E09000008,Croydon,Apr-06,209106
E09000008,Croydon,May-06,208380
E09000008,Croydon,Jun-06,209865
E09000008,Croydon,Jul-06,212185
E09000008,Croydon,Aug-06,214493
E09000008,Croydon,Sep-06,216165
E09000008,Croydon,Oct-06,216699
E09000008,Croydon,Nov-06,218396
E09000008,Croydon,Dec-06,219548
E09000008,Croydon,Jan-07,222691
E09000008,Croydon,Feb-07,223464
E09000008,Croydon,Mar-07,225720
E09000008,Croydon,Apr-07,226610
E09000008,Croydon,May-07,228084
E09000008,Croydon,Jun-07,230189
E09000008,Croydon,Jul-07,233835
E09000008,Croydon,Aug-07,238536
E09000008,Croydon,Sep-07,240249
E09000008,Croydon,Oct-07,242725
E09000008,Croydon,Nov-07,244209
E09000008,Croydon,Dec-07,247677
E09000008,Croydon,Jan-08,248005
E09000008,Croydon,Feb-08,246977
E09000008,Croydon,Mar-08,245128
E09000008,Croydon,Apr-08,243468
E09000008,Croydon,May-08,242414
E09000008,Croydon,Jun-08,239830
E09000008,Croydon,Jul-08,237926
E09000008,Croydon,Aug-08,238642
E09000008,Croydon,Sep-08,233163
E09000008,Croydon,Oct-08,226844
E09000008,Croydon,Nov-08,216988
E09000008,Croydon,Dec-08,212597
E09000008,Croydon,Jan-09,207072
E09000008,Croydon,Feb-09,204911
E09000008,Croydon,Mar-09,202464
E09000008,Croydon,Apr-09,202637
E09000008,Croydon,May-09,200479
E09000008,Croydon,Jun-09,199415
E09000008,Croydon,Jul-09,200103
E09000008,Croydon,Aug-09,201442
E09000008,Croydon,Sep-09,203917
E09000008,Croydon,Oct-09,205123
E09000008,Croydon,Nov-09,206571
E09000008,Croydon,Dec-09,210343
E09000008,Croydon,Jan-10,211896
E09000008,Croydon,Feb-10,217607
E09000008,Croydon,Mar-10,219481
E09000008,Croydon,Apr-10,222847
E09000008,Croydon,May-10,220281
E09000008,Croydon,Jun-10,219297
E09000008,Croydon,Jul-10,217832
E09000008,Croydon,Aug-10,219854
E09000008,Croydon,Sep-10,220917
E09000008,Croydon,Oct-10,220973
E09000008,Croydon,Nov-10,217848
E09000008,Croydon,Dec-10,214845
E09000008,Croydon,Jan-11,213990
E09000008,Croydon,Feb-11,214081
E09000008,Croydon,Mar-11,213551
E09000008,Croydon,Apr-11,213975
E09000008,Croydon,May-11,213419
E09000008,Croydon,Jun-11,214114
E09000008,Croydon,Jul-11,215233
E09000008,Croydon,Aug-11,215870
E09000008,Croydon,Sep-11,217591
E09000008,Croydon,Oct-11,216699
E09000008,Croydon,Nov-11,218799
E09000008,Croydon,Dec-11,217809
E09000008,Croydon,Jan-12,217209
E09000008,Croydon,Feb-12,217908
E09000008,Croydon,Mar-12,218199
E09000008,Croydon,Apr-12,221232
E09000008,Croydon,May-12,221817
E09000008,Croydon,Jun-12,223323
E09000008,Croydon,Jul-12,222293
E09000008,Croydon,Aug-12,222026
E09000008,Croydon,Sep-12,223036
E09000008,Croydon,Oct-12,223602
E09000008,Croydon,Nov-12,224418
E09000008,Croydon,Dec-12,226742
E09000008,Croydon,Jan-13,225826
E09000008,Croydon,Feb-13,224199
E09000008,Croydon,Mar-13,223504
E09000008,Croydon,Apr-13,224769
E09000008,Croydon,May-13,230346
E09000008,Croydon,Jun-13,234713
E09000008,Croydon,Jul-13,238170
E09000008,Croydon,Aug-13,240106
E09000008,Croydon,Sep-13,240106
E09000008,Croydon,Oct-13,242224
E09000008,Croydon,Nov-13,243100
E09000008,Croydon,Dec-13,246215
E09000008,Croydon,Jan-14,249311
E09000008,Croydon,Feb-14,253192
E09000008,Croydon,Mar-14,257225
E09000008,Croydon,Apr-14,265667
E09000008,Croydon,May-14,271044
E09000008,Croydon,Jun-14,274344
E09000008,Croydon,Jul-14,276361
E09000008,Croydon,Aug-14,283801
E09000008,Croydon,Sep-14,290460
E09000008,Croydon,Oct-14,294574
E09000008,Croydon,Nov-14,291730
E09000008,Croydon,Dec-14,290220
E09000008,Croydon,Jan-15,288819
E09000008,Croydon,Feb-15,290155
E09000008,Croydon,Mar-15,292750
E09000008,Croydon,Apr-15,295859
E09000008,Croydon,May-15,297565
E09000008,Croydon,Jun-15,299876
E09000008,Croydon,Jul-15,306206
E09000008,Croydon,Aug-15,313112
E09000008,Croydon,Sep-15,320175
E09000008,Croydon,Oct-15,323263
E09000008,Croydon,Nov-15,326504
E09000008,Croydon,Dec-15,330486
E09000008,Croydon,Jan-16,332811
E09000008,Croydon,Feb-16,337821
E09000008,Croydon,Mar-16,342038
E09000008,Croydon,Apr-16,348190
E09000008,Croydon,May-16,352808
E09000008,Croydon,Jun-16,358488
E09000008,Croydon,Jul-16,363898
E09000008,Croydon,Aug-16,369722
E09000008,Croydon,Sep-16,369069
E09000008,Croydon,Oct-16,368082
E09000008,Croydon,Nov-16,363662
E09000008,Croydon,Dec-16,363571
E09000008,Croydon,Jan-17,363241
E09000008,Croydon,Feb-17,367221
E09000008,Croydon,Mar-17,368767
E09000008,Croydon,Apr-17,369562
E09000008,Croydon,May-17,368801
E09000008,Croydon,Jun-17,373122
E09000008,Croydon,Jul-17,377038
E09000008,Croydon,Aug-17,378273
E09000008,Croydon,Sep-17,378859
E09000008,Croydon,Oct-17,375688
E09000008,Croydon,Nov-17,375640
E09000008,Croydon,Dec-17,374441
E09000008,Croydon,Jan-18,372312
E09000008,Croydon,Feb-18,371040
E09000008,Croydon,Mar-18,366045
E09000008,Croydon,Apr-18,368281
E09000008,Croydon,May-18,370541
E09000008,Croydon,Jun-18,373886
E09000008,Croydon,Jul-18,374361
E09000008,Croydon,Aug-18,372035
E09000008,Croydon,Sep-18,371793
E09000008,Croydon,Oct-18,370363
E09000008,Croydon,Nov-18,368735
E09000008,Croydon,Dec-18,364189
E09000008,Croydon,Jan-19,365096
E09000008,Croydon,Feb-19,364406
E09000008,Croydon,Mar-19,367440
E09000008,Croydon,Apr-19,363627
E09000008,Croydon,May-19,364097
E09000008,Croydon,Jun-19,363420
E09000008,Croydon,Jul-19,365875
E09000008,Croydon,Aug-19,364540
E09000008,Croydon,Sep-19,365226
E09000008,Croydon,Oct-19,364413
E09000008,Croydon,Nov-19,368137
E09000008,Croydon,Dec-19,371863
E09000008,Croydon,Jan-20,372872
E09000008,Croydon,Feb-20,372862
E09000008,Croydon,Mar-20,371007
E09000008,Croydon,Apr-20,370032
E09000008,Croydon,May-20,373805
E09000008,Croydon,Jun-20,372414
E09000008,Croydon,Jul-20,377278
E09000008,Croydon,Aug-20,374030
E09000008,Croydon,Sep-20,377322
E09000008,Croydon,Oct-20,376775
E09000008,Croydon,Nov-20,381292
E09000008,Croydon,Dec-20,380132
E09000008,Croydon,Jan-21,381000
E09000008,Croydon,Feb-21,383398
E09000008,Croydon,Mar-21,390487
E09000008,Croydon,Apr-21,393783
E09000008,Croydon,May-21,393858
E09000008,Croydon,Jun-21,394957
E09000008,Croydon,Jul-21,393696
E09000008,Croydon,Aug-21,396512
E09000008,Croydon,Sep-21,397651
E09000008,Croydon,Oct-21,403486
E09000008,Croydon,Nov-21,405719
E09000008,Croydon,Dec-21,407217
E09000008,Croydon,Jan-22,403965
E09000008,Croydon,Feb-22,405547
E09000008,Croydon,Mar-22,408804
E09000008,Croydon,Apr-22,414709
E09000008,Croydon,May-22,416938
E09000008,Croydon,Jun-22,417143
E09000008,Croydon,Jul-22,420504
E09000008,Croydon,Aug-22,428894
E09000008,Croydon,Sep-22,434295
E09000009,Ealing,Jan-95,79886
E09000009,Ealing,Feb-95,80897
E09000009,Ealing,Mar-95,81380
E09000009,Ealing,Apr-95,82189
E09000009,Ealing,May-95,82077
E09000009,Ealing,Jun-95,81631
E09000009,Ealing,Jul-95,82352
E09000009,Ealing,Aug-95,82707
E09000009,Ealing,Sep-95,82011
E09000009,Ealing,Oct-95,80523
E09000009,Ealing,Nov-95,79272
E09000009,Ealing,Dec-95,79700
E09000009,Ealing,Jan-96,80214
E09000009,Ealing,Feb-96,80836
E09000009,Ealing,Mar-96,81011
E09000009,Ealing,Apr-96,81041
E09000009,Ealing,May-96,81821
E09000009,Ealing,Jun-96,82562
E09000009,Ealing,Jul-96,84005
E09000009,Ealing,Aug-96,84824
E09000009,Ealing,Sep-96,85674
E09000009,Ealing,Oct-96,85595
E09000009,Ealing,Nov-96,86230
E09000009,Ealing,Dec-96,86863
E09000009,Ealing,Jan-97,88092
E09000009,Ealing,Feb-97,89942
E09000009,Ealing,Mar-97,91027
E09000009,Ealing,Apr-97,91991
E09000009,Ealing,May-97,93697
E09000009,Ealing,Jun-97,95819
E09000009,Ealing,Jul-97,99752
E09000009,Ealing,Aug-97,102078
E09000009,Ealing,Sep-97,105119
E09000009,Ealing,Oct-97,105477
E09000009,Ealing,Nov-97,105042
E09000009,Ealing,Dec-97,105634
E09000009,Ealing,Jan-98,107575
E09000009,Ealing,Feb-98,107332
E09000009,Ealing,Mar-98,107112
E09000009,Ealing,Apr-98,107301
E09000009,Ealing,May-98,110006
E09000009,Ealing,Jun-98,112667
E09000009,Ealing,Jul-98,113803
E09000009,Ealing,Aug-98,114531
E09000009,Ealing,Sep-98,114786
E09000009,Ealing,Oct-98,114190
E09000009,Ealing,Nov-98,114160
E09000009,Ealing,Dec-98,112653
E09000009,Ealing,Jan-99,112914
E09000009,Ealing,Feb-99,113767
E09000009,Ealing,Mar-99,115215
E09000009,Ealing,Apr-99,118844
E09000009,Ealing,May-99,121735
E09000009,Ealing,Jun-99,124015
E09000009,Ealing,Jul-99,126198
E09000009,Ealing,Aug-99,130341
E09000009,Ealing,Sep-99,134669
E09000009,Ealing,Oct-99,137400
E09000009,Ealing,Nov-99,138555
E09000009,Ealing,Dec-99,141687
E09000009,Ealing,Jan-00,144352
E09000009,Ealing,Feb-00,145284
E09000009,Ealing,Mar-00,146463
E09000009,Ealing,Apr-00,149701
E09000009,Ealing,May-00,153334
E09000009,Ealing,Jun-00,155191
E09000009,Ealing,Jul-00,156899
E09000009,Ealing,Aug-00,158659
E09000009,Ealing,Sep-00,158829
E09000009,Ealing,Oct-00,157042
E09000009,Ealing,Nov-00,156617
E09000009,Ealing,Dec-00,157342
E09000009,Ealing,Jan-01,159483
E09000009,Ealing,Feb-01,160992
E09000009,Ealing,Mar-01,163828
E09000009,Ealing,Apr-01,165509
E09000009,Ealing,May-01,167827
E09000009,Ealing,Jun-01,168655
E09000009,Ealing,Jul-01,169734
E09000009,Ealing,Aug-01,173686
E09000009,Ealing,Sep-01,177658
E09000009,Ealing,Oct-01,179856
E09000009,Ealing,Nov-01,177919
E09000009,Ealing,Dec-01,177139
E09000009,Ealing,Jan-02,178154
E09000009,Ealing,Feb-02,181826
E09000009,Ealing,Mar-02,185613
E09000009,Ealing,Apr-02,190470
E09000009,Ealing,May-02,193306
E09000009,Ealing,Jun-02,197100
E09000009,Ealing,Jul-02,199214
E09000009,Ealing,Aug-02,204196
E09000009,Ealing,Sep-02,208311
E09000009,Ealing,Oct-02,213391
E09000009,Ealing,Nov-02,213914
E09000009,Ealing,Dec-02,215626
E09000009,Ealing,Jan-03,214973
E09000009,Ealing,Feb-03,218803
E09000009,Ealing,Mar-03,219128
E09000009,Ealing,Apr-03,221546
E09000009,Ealing,May-03,221371
E09000009,Ealing,Jun-03,221573
E09000009,Ealing,Jul-03,220705
E09000009,Ealing,Aug-03,221299
E09000009,Ealing,Sep-03,222089
E09000009,Ealing,Oct-03,224164
E09000009,Ealing,Nov-03,226069
E09000009,Ealing,Dec-03,228550
E09000009,Ealing,Jan-04,229859
E09000009,Ealing,Feb-04,230519
E09000009,Ealing,Mar-04,231657
E09000009,Ealing,Apr-04,234888
E09000009,Ealing,May-04,238668
E09000009,Ealing,Jun-04,243308
E09000009,Ealing,Jul-04,246214
E09000009,Ealing,Aug-04,248541
E09000009,Ealing,Sep-04,248637
E09000009,Ealing,Oct-04,246355
E09000009,Ealing,Nov-04,247226
E09000009,Ealing,Dec-04,246591
E09000009,Ealing,Jan-05,244937
E09000009,Ealing,Feb-05,241052
E09000009,Ealing,Mar-05,239429
E09000009,Ealing,Apr-05,242940
E09000009,Ealing,May-05,244911
E09000009,Ealing,Jun-05,245663
E09000009,Ealing,Jul-05,247401
E09000009,Ealing,Aug-05,248384
E09000009,Ealing,Sep-05,249674
E09000009,Ealing,Oct-05,246674
E09000009,Ealing,Nov-05,243406
E09000009,Ealing,Dec-05,243992
E09000009,Ealing,Jan-06,247594
E09000009,Ealing,Feb-06,251239
E09000009,Ealing,Mar-06,250284
E09000009,Ealing,Apr-06,251679
E09000009,Ealing,May-06,255038
E09000009,Ealing,Jun-06,259625
E09000009,Ealing,Jul-06,261997
E09000009,Ealing,Aug-06,265047
E09000009,Ealing,Sep-06,269299
E09000009,Ealing,Oct-06,270345
E09000009,Ealing,Nov-06,269520
E09000009,Ealing,Dec-06,270808
E09000009,Ealing,Jan-07,273569
E09000009,Ealing,Feb-07,279643
E09000009,Ealing,Mar-07,282097
E09000009,Ealing,Apr-07,286146
E09000009,Ealing,May-07,286842
E09000009,Ealing,Jun-07,289264
E09000009,Ealing,Jul-07,295486
E09000009,Ealing,Aug-07,300586
E09000009,Ealing,Sep-07,305955
E09000009,Ealing,Oct-07,307579
E09000009,Ealing,Nov-07,309936
E09000009,Ealing,Dec-07,308303
E09000009,Ealing,Jan-08,310173
E09000009,Ealing,Feb-08,305649
E09000009,Ealing,Mar-08,307788
E09000009,Ealing,Apr-08,300884
E09000009,Ealing,May-08,304014
E09000009,Ealing,Jun-08,299363
E09000009,Ealing,Jul-08,297370
E09000009,Ealing,Aug-08,293303
E09000009,Ealing,Sep-08,293399
E09000009,Ealing,Oct-08,286906
E09000009,Ealing,Nov-08,279322
E09000009,Ealing,Dec-08,265723
E09000009,Ealing,Jan-09,257539
E09000009,Ealing,Feb-09,253953
E09000009,Ealing,Mar-09,251130
E09000009,Ealing,Apr-09,250917
E09000009,Ealing,May-09,251077
E09000009,Ealing,Jun-09,255022
E09000009,Ealing,Jul-09,263724
E09000009,Ealing,Aug-09,268788
E09000009,Ealing,Sep-09,277406
E09000009,Ealing,Oct-09,280529
E09000009,Ealing,Nov-09,278843
E09000009,Ealing,Dec-09,279575
E09000009,Ealing,Jan-10,283234
E09000009,Ealing,Feb-10,287882
E09000009,Ealing,Mar-10,288740
E09000009,Ealing,Apr-10,285639
E09000009,Ealing,May-10,286726
E09000009,Ealing,Jun-10,287130
E09000009,Ealing,Jul-10,293318
E09000009,Ealing,Aug-10,298161
E09000009,Ealing,Sep-10,301225
E09000009,Ealing,Oct-10,302710
E09000009,Ealing,Nov-10,299906
E09000009,Ealing,Dec-10,299238
E09000009,Ealing,Jan-11,299150
E09000009,Ealing,Feb-11,301738
E09000009,Ealing,Mar-11,299740
E09000009,Ealing,Apr-11,300859
E09000009,Ealing,May-11,298099
E09000009,Ealing,Jun-11,302247
E09000009,Ealing,Jul-11,303832
E09000009,Ealing,Aug-11,307331
E09000009,Ealing,Sep-11,307754
E09000009,Ealing,Oct-11,304246
E09000009,Ealing,Nov-11,299592
E09000009,Ealing,Dec-11,303095
E09000009,Ealing,Jan-12,304690
E09000009,Ealing,Feb-12,308315
E09000009,Ealing,Mar-12,305323
E09000009,Ealing,Apr-12,304805
E09000009,Ealing,May-12,310931
E09000009,Ealing,Jun-12,321734
E09000009,Ealing,Jul-12,329312
E09000009,Ealing,Aug-12,330626
E09000009,Ealing,Sep-12,326083
E09000009,Ealing,Oct-12,325862
E09000009,Ealing,Nov-12,329404
E09000009,Ealing,Dec-12,327288
E09000009,Ealing,Jan-13,325025
E09000009,Ealing,Feb-13,322278
E09000009,Ealing,Mar-13,321594
E09000009,Ealing,Apr-13,328639
E09000009,Ealing,May-13,331103
E09000009,Ealing,Jun-13,340097
E09000009,Ealing,Jul-13,344200
E09000009,Ealing,Aug-13,347294
E09000009,Ealing,Sep-13,348839
E09000009,Ealing,Oct-13,345781
E09000009,Ealing,Nov-13,349247
E09000009,Ealing,Dec-13,352969
E09000009,Ealing,Jan-14,364514
E09000009,Ealing,Feb-14,370620
E09000009,Ealing,Mar-14,377756
E09000009,Ealing,Apr-14,384904
E09000009,Ealing,May-14,395085
E09000009,Ealing,Jun-14,405196
E09000009,Ealing,Jul-14,413032
E09000009,Ealing,Aug-14,422701
E09000009,Ealing,Sep-14,423808
E09000009,Ealing,Oct-14,416777
E09000009,Ealing,Nov-14,413242
E09000009,Ealing,Dec-14,412835
E09000009,Ealing,Jan-15,412383
E09000009,Ealing,Feb-15,412002
E09000009,Ealing,Mar-15,411636
E09000009,Ealing,Apr-15,418826
E09000009,Ealing,May-15,422372
E09000009,Ealing,Jun-15,430234
E09000009,Ealing,Jul-15,439529
E09000009,Ealing,Aug-15,445829
E09000009,Ealing,Sep-15,453923
E09000009,Ealing,Oct-15,462653
E09000009,Ealing,Nov-15,474405
E09000009,Ealing,Dec-15,475935
E09000009,Ealing,Jan-16,470507
E09000009,Ealing,Feb-16,471280
E09000009,Ealing,Mar-16,473105
E09000009,Ealing,Apr-16,477227
E09000009,Ealing,May-16,469890
E09000009,Ealing,Jun-16,477207
E09000009,Ealing,Jul-16,478453
E09000009,Ealing,Aug-16,483847
E09000009,Ealing,Sep-16,477486
E09000009,Ealing,Oct-16,477266
E09000009,Ealing,Nov-16,475630
E09000009,Ealing,Dec-16,485390
E09000009,Ealing,Jan-17,489364
E09000009,Ealing,Feb-17,489687
E09000009,Ealing,Mar-17,485942
E09000009,Ealing,Apr-17,482245
E09000009,Ealing,May-17,486263
E09000009,Ealing,Jun-17,483875
E09000009,Ealing,Jul-17,489318
E09000009,Ealing,Aug-17,488418
E09000009,Ealing,Sep-17,489068
E09000009,Ealing,Oct-17,482447
E09000009,Ealing,Nov-17,479332
E09000009,Ealing,Dec-17,469146
E09000009,Ealing,Jan-18,473631
E09000009,Ealing,Feb-18,476731
E09000009,Ealing,Mar-18,483878
E09000009,Ealing,Apr-18,481101
E09000009,Ealing,May-18,473140
E09000009,Ealing,Jun-18,476828
E09000009,Ealing,Jul-18,478376
E09000009,Ealing,Aug-18,485596
E09000009,Ealing,Sep-18,485266
E09000009,Ealing,Oct-18,481233
E09000009,Ealing,Nov-18,482905
E09000009,Ealing,Dec-18,481922
E09000009,Ealing,Jan-19,483336
E09000009,Ealing,Feb-19,476648
E09000009,Ealing,Mar-19,467017
E09000009,Ealing,Apr-19,461458
E09000009,Ealing,May-19,465752
E09000009,Ealing,Jun-19,474844
E09000009,Ealing,Jul-19,475592
E09000009,Ealing,Aug-19,474627
E09000009,Ealing,Sep-19,473162
E09000009,Ealing,Oct-19,477369
E09000009,Ealing,Nov-19,472583
E09000009,Ealing,Dec-19,469057
E09000009,Ealing,Jan-20,467419
E09000009,Ealing,Feb-20,467258
E09000009,Ealing,Mar-20,480330
E09000009,Ealing,Apr-20,480314
E09000009,Ealing,May-20,473283
E09000009,Ealing,Jun-20,463424
E09000009,Ealing,Jul-20,466117
E09000009,Ealing,Aug-20,483810
E09000009,Ealing,Sep-20,490928
E09000009,Ealing,Oct-20,492156
E09000009,Ealing,Nov-20,495014
E09000009,Ealing,Dec-20,495499
E09000009,Ealing,Jan-21,499133
E09000009,Ealing,Feb-21,497789
E09000009,Ealing,Mar-21,501982
E09000009,Ealing,Apr-21,498632
E09000009,Ealing,May-21,496876
E09000009,Ealing,Jun-21,499212
E09000009,Ealing,Jul-21,507125
E09000009,Ealing,Aug-21,514378
E09000009,Ealing,Sep-21,512025
E09000009,Ealing,Oct-21,516798
E09000009,Ealing,Nov-21,515563
E09000009,Ealing,Dec-21,515679
E09000009,Ealing,Jan-22,517944
E09000009,Ealing,Feb-22,519376
E09000009,Ealing,Mar-22,517944
E09000009,Ealing,Apr-22,516226
E09000009,Ealing,May-22,520938
E09000009,Ealing,Jun-22,528195
E09000009,Ealing,Jul-22,533608
E09000009,Ealing,Aug-22,536799
E09000009,Ealing,Sep-22,534909
E09000010,Enfield,Jan-95,72515
E09000010,Enfield,Feb-95,73155
E09000010,Enfield,Mar-95,72190
E09000010,Enfield,Apr-95,71443
E09000010,Enfield,May-95,70631
E09000010,Enfield,Jun-95,71348
E09000010,Enfield,Jul-95,71838
E09000010,Enfield,Aug-95,72238
E09000010,Enfield,Sep-95,71725
E09000010,Enfield,Oct-95,72349
E09000010,Enfield,Nov-95,71988
E09000010,Enfield,Dec-95,72391
E09000010,Enfield,Jan-96,71544
E09000010,Enfield,Feb-96,71070
E09000010,Enfield,Mar-96,71544
E09000010,Enfield,Apr-96,72517
E09000010,Enfield,May-96,73630
E09000010,Enfield,Jun-96,74158
E09000010,Enfield,Jul-96,74456
E09000010,Enfield,Aug-96,75286
E09000010,Enfield,Sep-96,75749
E09000010,Enfield,Oct-96,75934
E09000010,Enfield,Nov-96,75977
E09000010,Enfield,Dec-96,76879
E09000010,Enfield,Jan-97,77693
E09000010,Enfield,Feb-97,78081
E09000010,Enfield,Mar-97,78402
E09000010,Enfield,Apr-97,79604
E09000010,Enfield,May-97,81701
E09000010,Enfield,Jun-97,83859
E09000010,Enfield,Jul-97,85030
E09000010,Enfield,Aug-97,86409
E09000010,Enfield,Sep-97,86688
E09000010,Enfield,Oct-97,87915
E09000010,Enfield,Nov-97,87988
E09000010,Enfield,Dec-97,89945
E09000010,Enfield,Jan-98,90496
E09000010,Enfield,Feb-98,91921
E09000010,Enfield,Mar-98,91817
E09000010,Enfield,Apr-98,92143
E09000010,Enfield,May-98,91518
E09000010,Enfield,Jun-98,91219
E09000010,Enfield,Jul-98,92697
E09000010,Enfield,Aug-98,94160
E09000010,Enfield,Sep-98,95474
E09000010,Enfield,Oct-98,95077
E09000010,Enfield,Nov-98,94977
E09000010,Enfield,Dec-98,94863
E09000010,Enfield,Jan-99,94831
E09000010,Enfield,Feb-99,95082
E09000010,Enfield,Mar-99,95551
E09000010,Enfield,Apr-99,97457
E09000010,Enfield,May-99,99422
E09000010,Enfield,Jun-99,101265
E09000010,Enfield,Jul-99,102427
E09000010,Enfield,Aug-99,104178
E09000010,Enfield,Sep-99,105624
E09000010,Enfield,Oct-99,107849
E09000010,Enfield,Nov-99,109730
E09000010,Enfield,Dec-99,110428
E09000010,Enfield,Jan-00,111689
E09000010,Enfield,Feb-00,112877
E09000010,Enfield,Mar-00,116373
E09000010,Enfield,Apr-00,118217
E09000010,Enfield,May-00,120935
E09000010,Enfield,Jun-00,122881
E09000010,Enfield,Jul-00,124835
E09000010,Enfield,Aug-00,125647
E09000010,Enfield,Sep-00,126041
E09000010,Enfield,Oct-00,127811
E09000010,Enfield,Nov-00,127358
E09000010,Enfield,Dec-00,127408
E09000010,Enfield,Jan-01,125851
E09000010,Enfield,Feb-01,127577
E09000010,Enfield,Mar-01,128245
E09000010,Enfield,Apr-01,130619
E09000010,Enfield,May-01,131946
E09000010,Enfield,Jun-01,134910
E09000010,Enfield,Jul-01,136380
E09000010,Enfield,Aug-01,139076
E09000010,Enfield,Sep-01,141172
E09000010,Enfield,Oct-01,143385
E09000010,Enfield,Nov-01,144954
E09000010,Enfield,Dec-01,144443
E09000010,Enfield,Jan-02,144678
E09000010,Enfield,Feb-02,145085
E09000010,Enfield,Mar-02,147046
E09000010,Enfield,Apr-02,149140
E09000010,Enfield,May-02,151451
E09000010,Enfield,Jun-02,154921
E09000010,Enfield,Jul-02,159583
E09000010,Enfield,Aug-02,163246
E09000010,Enfield,Sep-02,169030
E09000010,Enfield,Oct-02,173956
E09000010,Enfield,Nov-02,178760
E09000010,Enfield,Dec-02,180595
E09000010,Enfield,Jan-03,182113
E09000010,Enfield,Feb-03,184682
E09000010,Enfield,Mar-03,188076
E09000010,Enfield,Apr-03,188273
E09000010,Enfield,May-03,189206
E09000010,Enfield,Jun-03,189793
E09000010,Enfield,Jul-03,192574
E09000010,Enfield,Aug-03,193342
E09000010,Enfield,Sep-03,193259
E09000010,Enfield,Oct-03,194368
E09000010,Enfield,Nov-03,195174
E09000010,Enfield,Dec-03,196011
E09000010,Enfield,Jan-04,195656
E09000010,Enfield,Feb-04,195880
E09000010,Enfield,Mar-04,196929
E09000010,Enfield,Apr-04,200131
E09000010,Enfield,May-04,205044
E09000010,Enfield,Jun-04,208076
E09000010,Enfield,Jul-04,209454
E09000010,Enfield,Aug-04,210187
E09000010,Enfield,Sep-04,212091
E09000010,Enfield,Oct-04,212749
E09000010,Enfield,Nov-04,212126
E09000010,Enfield,Dec-04,211855
E09000010,Enfield,Jan-05,211130
E09000010,Enfield,Feb-05,211116
E09000010,Enfield,Mar-05,211401
E09000010,Enfield,Apr-05,212264
E09000010,Enfield,May-05,214255
E09000010,Enfield,Jun-05,213362
E09000010,Enfield,Jul-05,213662
E09000010,Enfield,Aug-05,211684
E09000010,Enfield,Sep-05,212393
E09000010,Enfield,Oct-05,211578
E09000010,Enfield,Nov-05,213840
E09000010,Enfield,Dec-05,213899
E09000010,Enfield,Jan-06,214069
