Borough code,Borough,Year/Month,Average House Price £
E09000001,City of London,01/01/1995,91449
E09000001,City of London,01/02/1995,82203
E09000001,City of London,01/03/1995,79121
E09000001,City of London,01/04/1995,77101
E09000001,City of London,01/05/1995,84409
E09000001,City of London,01/06/1995,94901
E09000001,City of London,01/07/1995,110128
E09000001,City of London,01/08/1995,112329
E09000001,City of London,01/09/1995,104473
E09000001,City of London,01/10/1995,108038
E09000001,City of London,01/11/1995,117636
E09000001,City of London,01/12/1995,127232
E09000001,City of London,01/01/1996,108999
E09000001,City of London,01/02/1996,93357
E09000001,City of London,01/03/1996,93707
E09000001,City of London,01/04/1996,120543
E09000001,City of London,01/05/1996,112050
E09000001,City of London,01/06/1996,114226
E09000001,City of London,01/07/1996,97547
E09000001,City of London,01/08/1996,114179
E09000001,City of London,01/09/1996,108138
E09000001,City of London,01/10/1996,98934
E09000001,City of London,01/11/1996,99707
E09000001,City of London,01/12/1996,106427
E09000001,City of London,01/01/1997,116343
E09000001,City of London,01/02/1997,111142
E09000001,City of London,01/03/1997,107488
E09000001,City of London,01/04/1997,108480
E09000001,City of London,01/05/1997,115453
E09000001,City of London,01/06/1997,118317
E09000001,City of London,01/07/1997,117034
E09000001,City of London,01/08/1997,113585
E09000001,City of London,01/09/1997,115159
E09000001,City of London,01/10/1997,121251
E09000001,City of London,01/11/1997,131074
E09000001,City of London,01/12/1997,130035
E09000001,City of London,01/01/1998,124382
E09000001,City of London,01/02/1998,143829
E09000001,City of London,01/03/1998,156508
E09000001,City of London,01/04/1998,163403
E09000001,City of London,01/05/1998,143625
E09000001,City of London,01/06/1998,132251
E09000001,City of London,01/07/1998,140377
E09000001,City of London,01/08/1998,148993
E09000001,City of London,01/09/1998,152807
E09000001,City of London,01/10/1998,162020
E09000001,City of London,01/11/1998,152387
E09000001,City of London,01/12/1998,155801
E09000001,City of London,01/01/1999,149143
E09000001,City of London,01/02/1999,164545
E09000001,City of London,01/03/1999,174586
E09000001,City of London,01/04/1999,191157
E09000001,City of London,01/05/1999,191081
E09000001,City of London,01/06/1999,185993
E09000001,City of London,01/07/1999,164056
E09000001,City of London,01/08/1999,160905
E09000001,City of London,01/09/1999,166193
E09000001,City of London,01/10/1999,163490
E09000001,City of London,01/11/1999,175143
E09000001,City of London,01/12/1999,169309
E09000001,City of London,01/01/2000,173738
E09000001,City of London,01/02/2000,174152
E09000001,City of London,01/03/2000,178339
E09000001,City of London,01/04/2000,183101
E09000001,City of London,01/05/2000,175041
E09000001,City of London,01/06/2000,198191
E09000001,City of London,01/07/2000,214852
E09000001,City of London,01/08/2000,221952
E09000001,City of London,01/09/2000,223175
E09000001,City of London,01/10/2000,245062
E09000001,City of London,01/11/2000,321773
E09000001,City of London,01/12/2000,314772
E09000001,City of London,01/01/2001,284262
E09000001,City of London,01/02/2001,198137
E09000001,City of London,01/03/2001,189033
E09000001,City of London,01/04/2001,205494
E09000001,City of London,01/05/2001,223459
E09000001,City of London,01/06/2001,242435
E09000001,City of London,01/07/2001,230700
E09000001,City of London,01/08/2001,231632
E09000001,City of London,01/09/2001,229806
E09000001,City of London,01/10/2001,263887
E09000001,City of London,01/11/2001,346458
E09000001,City of London,01/12/2001,362204
E09000001,City of London,01/01/2002,344239
E09000001,City of London,01/02/2002,284015
E09000001,City of London,01/03/2002,253697
E09000001,City of London,01/04/2002,245313
E09000001,City of London,01/05/2002,227281
E09000001,City of London,01/06/2002,253130
E09000001,City of London,01/07/2002,262428
E09000001,City of London,01/08/2002,274016
E09000001,City of London,01/09/2002,277047
E09000001,City of London,01/10/2002,271941
E09000001,City of London,01/11/2002,280283
E09000001,City of London,01/12/2002,262197
E09000001,City of London,01/01/2003,261645
E09000001,City of London,01/02/2003,263992
E09000001,City of London,01/03/2003,291969
E09000001,City of London,01/04/2003,295174
E09000001,City of London,01/05/2003,284860
E09000001,City of London,01/06/2003,267208
E09000001,City of London,01/07/2003,260204
E09000001,City of London,01/08/2003,245449
E09000001,City of London,01/09/2003,243184
E09000001,City of London,01/10/2003,252980
E09000001,City of London,01/11/2003,277515
E09000001,City of London,01/12/2003,305556
E09000001,City of London,01/01/2004,326913
E09000001,City of London,01/02/2004,301092
E09000001,City of London,01/03/2004,272731
E09000001,City of London,01/04/2004,269514
E09000001,City of London,01/05/2004,280062
E09000001,City of London,01/06/2004,297421
E09000001,City of London,01/07/2004,298293
E09000001,City of London,01/08/2004,307094
E09000001,City of London,01/09/2004,305126
E09000001,City of London,01/10/2004,289912
E09000001,City of London,01/11/2004,333075
E09000001,City of London,01/12/2004,331161
E09000001,City of London,01/01/2005,330363
E09000001,City of London,01/02/2005,288867
E09000001,City of London,01/03/2005,304851
E09000001,City of London,01/04/2005,317398
E09000001,City of London,01/05/2005,311442
E09000001,City of London,01/06/2005,282866
E09000001,City of London,01/07/2005,283641
E09000001,City of London,01/08/2005,305351
E09000001,City of London,01/09/2005,310906
E09000001,City of London,01/10/2005,338837
E09000001,City of London,01/11/2005,327256
E09000001,City of London,01/12/2005,339626
E09000001,City of London,01/01/2006,316121
E09000001,City of London,01/02/2006,323653
E09000001,City of London,01/03/2006,325106
E09000001,City of London,01/04/2006,319580
E09000001,City of London,01/05/2006,313126
E09000001,City of London,01/06/2006,304977
E09000001,City of London,01/07/2006,338307
E09000001,City of London,01/08/2006,358438
E09000001,City of London,01/09/2006,377545
E09000001,City of London,01/10/2006,365177
E09000001,City of London,01/11/2006,354438
E09000001,City of London,01/12/2006,365755
E09000001,City of London,01/01/2007,360923
E09000001,City of London,01/02/2007,399437
E09000001,City of London,01/03/2007,403144
E09000001,City of London,01/04/2007,419005
E09000001,City of London,01/05/2007,411183
E09000001,City of London,01/06/2007,436079
E09000001,City of London,01/07/2007,467348
E09000001,City of London,01/08/2007,473887
E09000001,City of London,01/09/2007,463525
E09000001,City of London,01/10/2007,456422
E09000001,City of London,01/11/2007,450831
E09000001,City of London,01/12/2007,464277
E09000001,City of London,01/01/2008,471861
E09000001,City of London,01/02/2008,453707
E09000001,City of London,01/03/2008,404849
E09000001,City of London,01/04/2008,382571
E09000001,City of London,01/05/2008,389733
E09000001,City of London,01/06/2008,420665
E09000001,City of London,01/07/2008,442352
E09000001,City of London,01/08/2008,472397
E09000001,City of London,01/09/2008,466082
E09000001,City of London,01/10/2008,440012
E09000001,City of London,01/11/2008,396155
E09000001,City of London,01/12/2008,387178
E09000001,City of London,01/01/2009,400317
E09000001,City of London,01/02/2009,393361
E09000001,City of London,01/03/2009,399220
E09000001,City of London,01/04/2009,345338
E09000001,City of London,01/05/2009,373504
E09000001,City of London,01/06/2009,348751
E09000001,City of London,01/07/2009,379109
E09000001,City of London,01/08/2009,360545
E09000001,City of London,01/09/2009,391138
E09000001,City of London,01/10/2009,399867
E09000001,City of London,01/11/2009,397909
E09000001,City of London,01/12/2009,411955
E09000001,City of London,01/01/2010,464436
E09000001,City of London,01/02/2010,490525
E09000001,City of London,01/03/2010,498241
E09000001,City of London,01/04/2010,458246
E09000001,City of London,01/05/2010,454928
E09000001,City of London,01/06/2010,428120
E09000001,City of London,01/07/2010,420234
E09000001,City of London,01/08/2010,442597
E09000001,City of London,01/09/2010,455290
E09000001,City of London,01/10/2010,456016
E09000001,City of London,01/11/2010,430305
E09000001,City of London,01/12/2010,445016
E09000001,City of London,01/01/2011,442413
E09000001,City of London,01/02/2011,504009
E09000001,City of London,01/03/2011,475353
E09000001,City of London,01/04/2011,516319
E09000001,City of London,01/05/2011,459477
E09000001,City of London,01/06/2011,466525
E09000001,City of London,01/07/2011,420435
E09000001,City of London,01/08/2011,421486
E09000001,City of London,01/09/2011,436019
E09000001,City of London,01/10/2011,450034
E09000001,City of London,01/11/2011,478809
E09000001,City of London,01/12/2011,496291
E09000001,City of London,01/01/2012,525723
E09000001,City of London,01/02/2012,510537
E09000001,City of London,01/03/2012,527408
E09000001,City of London,01/04/2012,524290
E09000001,City of London,01/05/2012,573532
E09000001,City of London,01/06/2012,542518
E09000001,City of London,01/07/2012,543037
E09000001,City of London,01/08/2012,496168
E09000001,City of London,01/09/2012,525971
E09000001,City of London,01/10/2012,521769
E09000001,City of London,01/11/2012,521448
E09000001,City of London,01/12/2012,491529
E09000001,City of London,01/01/2013,465451
E09000001,City of London,01/02/2013,499207
E09000001,City of London,01/03/2013,527874
E09000001,City of London,01/04/2013,590685
E09000001,City of London,01/05/2013,578037
E09000001,City of London,01/06/2013,662700
E09000001,City of London,01/07/2013,651116
E09000001,City of London,01/08/2013,645847
E09000001,City of London,01/09/2013,529619
E09000001,City of London,01/10/2013,527374
E09000001,City of London,01/11/2013,546793
E09000001,City of London,01/12/2013,615401
E09000001,City of London,01/01/2014,625001
E09000001,City of London,01/02/2014,648359
E09000001,City of London,01/03/2014,654629
E09000001,City of London,01/04/2014,665262
E09000001,City of London,01/05/2014,682663
E09000001,City of London,01/06/2014,697309
E09000001,City of London,01/07/2014,724282
E09000001,City of London,01/08/2014,761544
E09000001,City of London,01/09/2014,753704
E09000001,City of London,01/10/2014,763369
E09000001,City of London,01/11/2014,762735
E09000001,City of London,01/12/2014,773768
E09000001,City of London,01/01/2015,783667
E09000001,City of London,01/02/2015,760550
E09000001,City of London,01/03/2015,767207
E09000001,City of London,01/04/2015,729148
E09000001,City of London,01/05/2015,762815
E09000001,City of London,01/06/2015,776509
E09000001,City of London,01/07/2015,779097
E09000001,City of London,01/08/2015,760243
E09000001,City of London,01/09/2015,767464
E09000001,City of London,01/10/2015,781358
E09000001,City of London,01/11/2015,741727
E09000001,City of London,01/12/2015,713253
E09000001,City of London,01/01/2016,736788
E09000001,City of London,01/02/2016,765644
E09000001,City of London,01/03/2016,794754
E09000001,City of London,01/04/2016,805320
E09000001,City of London,01/05/2016,845579
E09000001,City of London,01/06/2016,907965
E09000001,City of London,01/07/2016,911827
E09000001,City of London,01/08/2016,848269
E09000001,City of London,01/09/2016,780527
E09000001,City of London,01/10/2016,792664
E09000001,City of London,01/11/2016,818663
E09000001,City of London,01/12/2016,811786
E09000001,City of London,01/01/2017,820305
E09000001,City of London,01/02/2017,820665
E09000001,City of London,01/03/2017,853943
E09000001,City of London,01/04/2017,906146
E09000001,City of London,01/05/2017,939912
E09000001,City of London,01/06/2017,930979
E09000001,City of London,01/07/2017,854798
E09000001,City of London,01/08/2017,847422
E09000001,City of London,01/09/2017,836674
E09000001,City of London,01/10/2017,818477
E09000001,City of London,01/11/2017,790159
E09000001,City of London,01/12/2017,778002
E09000001,City of London,01/01/2018,802129
E09000001,City of London,01/02/2018,783266
E09000001,City of London,01/03/2018,740799
E09000001,City of London,01/04/2018,732351
E09000001,City of London,01/05/2018,796399
E09000001,City of London,01/06/2018,789278
E09000001,City of London,01/07/2018,809697
E09000001,City of London,01/08/2018,784144
E09000001,City of London,01/09/2018,800875
E09000001,City of London,01/10/2018,802869
E09000001,City of London,01/11/2018,764207
E09000001,City of London,01/12/2018,811694
E09000001,City of London,01/01/2019,865636
E09000001,City of London,01/02/2019,894520
E09000001,City of London,01/03/2019,853451
E09000001,City of London,01/04/2019,738797
E09000001,City of London,01/05/2019,719218
E09000001,City of London,01/06/2019,761526
E09000001,City of London,01/07/2019,756407
E09000001,City of London,01/08/2019,813770
E09000001,City of London,01/09/2019,810455
E09000001,City of London,01/10/2019,826227
E09000001,City of London,01/11/2019,772325
E09000001,City of London,01/12/2019,757730
E09000001,City of London,01/01/2020,773786
E09000001,City of London,01/02/2020,800016
E09000001,City of London,01/03/2020,836241
E09000001,City of London,01/04/2020,920444
E09000001,City of London,01/05/2020,918209
E09000001,City of London,01/06/2020,882872
E09000001,City of London,01/07/2020,786627
E09000001,City of London,01/08/2020,827659
E09000001,City of London,01/09/2020,798499
E09000001,City of London,01/10/2020,836807
E09000001,City of London,01/11/2020,769392
E09000001,City of London,01/12/2020,801999
E09000001,City of London,01/01/2021,758077
E09000001,City of London,01/02/2021,727872
E09000001,City of London,01/03/2021,725635
E09000001,City of London,01/04/2021,748815
E09000001,City of London,01/05/2021,756082
E09000001,City of London,01/06/2021,773492
E09000001,City of London,01/07/2021,948729
E09000001,City of London,01/08/2021,953551
E09000001,City of London,01/09/2021,954884
E09000001,City of London,01/10/2021,793389
E09000001,City of London,01/11/2021,799675
E09000001,City of London,01/12/2021,809376
E09000001,City of London,01/01/2022,791257
E09000001,City of London,01/02/2022,812253
E09000001,City of London,01/03/2022,781352
E09000001,City of London,01/04/2022,812591
E09000001,City of London,01/05/2022,799113
E09000001,City of London,01/06/2022,825337
E09000001,City of London,01/07/2022,809467
E09000001,City of London,01/08/2022,807647
E09000001,City of London,01/09/2022,783570
E09000002,Barking & Dagenham,01/01/1995,50460
E09000002,Barking & Dagenham,01/02/1995,51086
E09000002,Barking & Dagenham,01/03/1995,51269
E09000002,Barking & Dagenham,01/04/1995,53134
E09000002,Barking & Dagenham,01/05/1995,53042
E09000002,Barking & Dagenham,01/06/1995,53700
E09000002,Barking & Dagenham,01/07/1995,52113
E09000002,Barking & Dagenham,01/08/1995,52232
E09000002,Barking & Dagenham,01/09/1995,51472
E09000002,Barking & Dagenham,01/10/1995,51514
E09000002,Barking & Dagenham,01/11/1995,50849
E09000002,Barking & Dagenham,01/12/1995,50945
E09000002,Barking & Dagenham,01/01/1996,50828
E09000002,Barking & Dagenham,01/02/1996,51441
E09000002,Barking & Dagenham,01/03/1996,51907
E09000002,Barking & Dagenham,01/04/1996,51724
E09000002,Barking & Dagenham,01/05/1996,51736
E09000002,Barking & Dagenham,01/06/1996,50761
E09000002,Barking & Dagenham,01/07/1996,50621
E09000002,Barking & Dagenham,01/08/1996,51105
E09000002,Barking & Dagenham,01/09/1996,51893
E09000002,Barking & Dagenham,01/10/1996,52533
E09000002,Barking & Dagenham,01/11/1996,52216
E09000002,Barking & Dagenham,01/12/1996,53854
E09000002,Barking & Dagenham,01/01/1997,54459
E09000002,Barking & Dagenham,01/02/1997,55451
E09000002,Barking & Dagenham,01/03/1997,55005
E09000002,Barking & Dagenham,01/04/1997,55280
E09000002,Barking & Dagenham,01/05/1997,54937
E09000002,Barking & Dagenham,01/06/1997,55287
E09000002,Barking & Dagenham,01/07/1997,55659
E09000002,Barking & Dagenham,01/08/1997,56507
E09000002,Barking & Dagenham,01/09/1997,56306
E09000002,Barking & Dagenham,01/10/1997,57200
E09000002,Barking & Dagenham,01/11/1997,57575
E09000002,Barking & Dagenham,01/12/1997,58025
E09000002,Barking & Dagenham,01/01/1998,57559
E09000002,Barking & Dagenham,01/02/1998,57360
E09000002,Barking & Dagenham,01/03/1998,57908
E09000002,Barking & Dagenham,01/04/1998,59196
E09000002,Barking & Dagenham,01/05/1998,60356
E09000002,Barking & Dagenham,01/06/1998,60583
E09000002,Barking & Dagenham,01/07/1998,60412
E09000002,Barking & Dagenham,01/08/1998,60837
E09000002,Barking & Dagenham,01/09/1998,61485
E09000002,Barking & Dagenham,01/10/1998,62005
E09000002,Barking & Dagenham,01/11/1998,62240
E09000002,Barking & Dagenham,01/12/1998,63488
E09000002,Barking & Dagenham,01/01/1999,64532
E09000002,Barking & Dagenham,01/02/1999,64166
E09000002,Barking & Dagenham,01/03/1999,63528
E09000002,Barking & Dagenham,01/04/1999,63580
E09000002,Barking & Dagenham,01/05/1999,64508
E09000002,Barking & Dagenham,01/06/1999,64704
E09000002,Barking & Dagenham,01/07/1999,64921
E09000002,Barking & Dagenham,01/08/1999,65385
E09000002,Barking & Dagenham,01/09/1999,66003
E09000002,Barking & Dagenham,01/10/1999,66367
E09000002,Barking & Dagenham,01/11/1999,67344
E09000002,Barking & Dagenham,01/12/1999,68812
E09000002,Barking & Dagenham,01/01/2000,71079
E09000002,Barking & Dagenham,01/02/2000,72633
E09000002,Barking & Dagenham,01/03/2000,73624
E09000002,Barking & Dagenham,01/04/2000,73800
E09000002,Barking & Dagenham,01/05/2000,75126
E09000002,Barking & Dagenham,01/06/2000,76939
E09000002,Barking & Dagenham,01/07/2000,78869
E09000002,Barking & Dagenham,01/08/2000,80150
E09000002,Barking & Dagenham,01/09/2000,81761
E09000002,Barking & Dagenham,01/10/2000,82501
E09000002,Barking & Dagenham,01/11/2000,82386
E09000002,Barking & Dagenham,01/12/2000,81726
E09000002,Barking & Dagenham,01/01/2001,82343
E09000002,Barking & Dagenham,01/02/2001,83266
E09000002,Barking & Dagenham,01/03/2001,84058
E09000002,Barking & Dagenham,01/04/2001,83965
E09000002,Barking & Dagenham,01/05/2001,85124
E09000002,Barking & Dagenham,01/06/2001,86732
E09000002,Barking & Dagenham,01/07/2001,89194
E09000002,Barking & Dagenham,01/08/2001,90462
E09000002,Barking & Dagenham,01/09/2001,92610
E09000002,Barking & Dagenham,01/10/2001,93584
E09000002,Barking & Dagenham,01/11/2001,95918
E09000002,Barking & Dagenham,01/12/2001,96712
E09000002,Barking & Dagenham,01/01/2002,98713
E09000002,Barking & Dagenham,01/02/2002,100229
E09000002,Barking & Dagenham,01/03/2002,101633
E09000002,Barking & Dagenham,01/04/2002,103885
E09000002,Barking & Dagenham,01/05/2002,105761
E09000002,Barking & Dagenham,01/06/2002,108615
E09000002,Barking & Dagenham,01/07/2002,111983
E09000002,Barking & Dagenham,01/08/2002,115548
E09000002,Barking & Dagenham,01/09/2002,118331
E09000002,Barking & Dagenham,01/10/2002,122940
E09000002,Barking & Dagenham,01/11/2002,127316
E09000002,Barking & Dagenham,01/12/2002,131709
E09000002,Barking & Dagenham,01/01/2003,134750
E09000002,Barking & Dagenham,01/02/2003,138195
E09000002,Barking & Dagenham,01/03/2003,142207
E09000002,Barking & Dagenham,01/04/2003,142192
E09000002,Barking & Dagenham,01/05/2003,142797
E09000002,Barking & Dagenham,01/06/2003,141957
E09000002,Barking & Dagenham,01/07/2003,142223
E09000002,Barking & Dagenham,01/08/2003,142792
E09000002,Barking & Dagenham,01/09/2003,141707
E09000002,Barking & Dagenham,01/10/2003,145136
E09000002,Barking & Dagenham,01/11/2003,146331
E09000002,Barking & Dagenham,01/12/2003,149701
E09000002,Barking & Dagenham,01/01/2004,150115
E09000002,Barking & Dagenham,01/02/2004,152688
E09000002,Barking & Dagenham,01/03/2004,153591
E09000002,Barking & Dagenham,01/04/2004,154014
E09000002,Barking & Dagenham,01/05/2004,154361
E09000002,Barking & Dagenham,01/06/2004,156951
E09000002,Barking & Dagenham,01/07/2004,159227
E09000002,Barking & Dagenham,01/08/2004,160620
E09000002,Barking & Dagenham,01/09/2004,162821
E09000002,Barking & Dagenham,01/10/2004,164422
E09000002,Barking & Dagenham,01/11/2004,165172
E09000002,Barking & Dagenham,01/12/2004,164130
E09000002,Barking & Dagenham,01/01/2005,164484
E09000002,Barking & Dagenham,01/02/2005,162324
E09000002,Barking & Dagenham,01/03/2005,161927
E09000002,Barking & Dagenham,01/04/2005,162771
E09000002,Barking & Dagenham,01/05/2005,164000
E09000002,Barking & Dagenham,01/06/2005,165770
E09000002,Barking & Dagenham,01/07/2005,162428
E09000002,Barking & Dagenham,01/08/2005,164000
E09000002,Barking & Dagenham,01/09/2005,163111
E09000002,Barking & Dagenham,01/10/2005,164179
E09000002,Barking & Dagenham,01/11/2005,162695
E09000002,Barking & Dagenham,01/12/2005,162642
E09000002,Barking & Dagenham,01/01/2006,162340
E09000002,Barking & Dagenham,01/02/2006,163024
E09000002,Barking & Dagenham,01/03/2006,162004
E09000002,Barking & Dagenham,01/04/2006,164204
E09000002,Barking & Dagenham,01/05/2006,166048
E09000002,Barking & Dagenham,01/06/2006,169013
E09000002,Barking & Dagenham,01/07/2006,170204
E09000002,Barking & Dagenham,01/08/2006,171177
E09000002,Barking & Dagenham,01/09/2006,170251
E09000002,Barking & Dagenham,01/10/2006,170091
E09000002,Barking & Dagenham,01/11/2006,171598
E09000002,Barking & Dagenham,01/12/2006,174285
E09000002,Barking & Dagenham,01/01/2007,176577
E09000002,Barking & Dagenham,01/02/2007,177051
E09000002,Barking & Dagenham,01/03/2007,179011
E09000002,Barking & Dagenham,01/04/2007,179847
E09000002,Barking & Dagenham,01/05/2007,181828
E09000002,Barking & Dagenham,01/06/2007,183476
E09000002,Barking & Dagenham,01/07/2007,185929
E09000002,Barking & Dagenham,01/08/2007,187337
E09000002,Barking & Dagenham,01/09/2007,190223
E09000002,Barking & Dagenham,01/10/2007,191576
E09000002,Barking & Dagenham,01/11/2007,193603
E09000002,Barking & Dagenham,01/12/2007,192458
E09000002,Barking & Dagenham,01/01/2008,194235
E09000002,Barking & Dagenham,01/02/2008,193699
E09000002,Barking & Dagenham,01/03/2008,196257
E09000002,Barking & Dagenham,01/04/2008,192932
E09000002,Barking & Dagenham,01/05/2008,193573
E09000002,Barking & Dagenham,01/06/2008,190727
E09000002,Barking & Dagenham,01/07/2008,191067
E09000002,Barking & Dagenham,01/08/2008,189100
E09000002,Barking & Dagenham,01/09/2008,184659
E09000002,Barking & Dagenham,01/10/2008,177921
E09000002,Barking & Dagenham,01/11/2008,174390
E09000002,Barking & Dagenham,01/12/2008,169722
E09000002,Barking & Dagenham,01/01/2009,166798
E09000002,Barking & Dagenham,01/02/2009,161879
E09000002,Barking & Dagenham,01/03/2009,156811
E09000002,Barking & Dagenham,01/04/2009,152209
E09000002,Barking & Dagenham,01/05/2009,148433
E09000002,Barking & Dagenham,01/06/2009,150194
E09000002,Barking & Dagenham,01/07/2009,154105
E09000002,Barking & Dagenham,01/08/2009,156272
E09000002,Barking & Dagenham,01/09/2009,155827
E09000002,Barking & Dagenham,01/10/2009,156674
E09000002,Barking & Dagenham,01/11/2009,157272
E09000002,Barking & Dagenham,01/12/2009,160889
E09000002,Barking & Dagenham,01/01/2010,162905
E09000002,Barking & Dagenham,01/02/2010,163023
E09000002,Barking & Dagenham,01/03/2010,162831
E09000002,Barking & Dagenham,01/04/2010,162756
E09000002,Barking & Dagenham,01/05/2010,164903
E09000002,Barking & Dagenham,01/06/2010,167148
E09000002,Barking & Dagenham,01/07/2010,168661
E09000002,Barking & Dagenham,01/08/2010,170216
E09000002,Barking & Dagenham,01/09/2010,170253
E09000002,Barking & Dagenham,01/10/2010,170298
E09000002,Barking & Dagenham,01/11/2010,169250
E09000002,Barking & Dagenham,01/12/2010,166485
E09000002,Barking & Dagenham,01/01/2011,163821
E09000002,Barking & Dagenham,01/02/2011,162484
E09000002,Barking & Dagenham,01/03/2011,161660
E09000002,Barking & Dagenham,01/04/2011,162401
E09000002,Barking & Dagenham,01/05/2011,162703
E09000002,Barking & Dagenham,01/06/2011,162304
E09000002,Barking & Dagenham,01/07/2011,160895
E09000002,Barking & Dagenham,01/08/2011,163477
E09000002,Barking & Dagenham,01/09/2011,166865
E09000002,Barking & Dagenham,01/10/2011,167493
E09000002,Barking & Dagenham,01/11/2011,164847
E09000002,Barking & Dagenham,01/12/2011,162631
E09000002,Barking & Dagenham,01/01/2012,163899
E09000002,Barking & Dagenham,01/02/2012,163607
E09000002,Barking & Dagenham,01/03/2012,164438
E09000002,Barking & Dagenham,01/04/2012,164731
E09000002,Barking & Dagenham,01/05/2012,166503
E09000002,Barking & Dagenham,01/06/2012,168049
E09000002,Barking & Dagenham,01/07/2012,168007
E09000002,Barking & Dagenham,01/08/2012,166180
E09000002,Barking & Dagenham,01/09/2012,165304
E09000002,Barking & Dagenham,01/10/2012,165328
E09000002,Barking & Dagenham,01/11/2012,166508
E09000002,Barking & Dagenham,01/12/2012,167813
E09000002,Barking & Dagenham,01/01/2013,167919
E09000002,Barking & Dagenham,01/02/2013,169461
E09000002,Barking & Dagenham,01/03/2013,169414
E09000002,Barking & Dagenham,01/04/2013,169968
E09000002,Barking & Dagenham,01/05/2013,170475
E09000002,Barking & Dagenham,01/06/2013,172652
E09000002,Barking & Dagenham,01/07/2013,174604
E09000002,Barking & Dagenham,01/08/2013,173720
E09000002,Barking & Dagenham,01/09/2013,174761
E09000002,Barking & Dagenham,01/10/2013,176821
E09000002,Barking & Dagenham,01/11/2013,181910
E09000002,Barking & Dagenham,01/12/2013,183099
E09000002,Barking & Dagenham,01/01/2014,184884
E09000002,Barking & Dagenham,01/02/2014,185428
E09000002,Barking & Dagenham,01/03/2014,189877
E09000002,Barking & Dagenham,01/04/2014,193077
E09000002,Barking & Dagenham,01/05/2014,196620
E09000002,Barking & Dagenham,01/06/2014,198040
E09000002,Barking & Dagenham,01/07/2014,201936
E09000002,Barking & Dagenham,01/08/2014,204974
E09000002,Barking & Dagenham,01/09/2014,210412
E09000002,Barking & Dagenham,01/10/2014,213903
E09000002,Barking & Dagenham,01/11/2014,216631
E09000002,Barking & Dagenham,01/12/2014,218285
E09000002,Barking & Dagenham,01/01/2015,220070
E09000002,Barking & Dagenham,01/02/2015,222919
E09000002,Barking & Dagenham,01/03/2015,222417
E09000002,Barking & Dagenham,01/04/2015,222176
E09000002,Barking & Dagenham,01/05/2015,221826
E09000002,Barking & Dagenham,01/06/2015,227558
E09000002,Barking & Dagenham,01/07/2015,235702
E09000002,Barking & Dagenham,01/08/2015,241735
E09000002,Barking & Dagenham,01/09/2015,243479
E09000002,Barking & Dagenham,01/10/2015,243539
E09000002,Barking & Dagenham,01/11/2015,246955
E09000002,Barking & Dagenham,01/12/2015,253145
E09000002,Barking & Dagenham,01/01/2016,258758
E09000002,Barking & Dagenham,01/02/2016,262861
E09000002,Barking & Dagenham,01/03/2016,266209
E09000002,Barking & Dagenham,01/04/2016,266744
E09000002,Barking & Dagenham,01/05/2016,268081
E09000002,Barking & Dagenham,01/06/2016,269318
E09000002,Barking & Dagenham,01/07/2016,274243
E09000002,Barking & Dagenham,01/08/2016,279484
E09000002,Barking & Dagenham,01/09/2016,283654
E09000002,Barking & Dagenham,01/10/2016,286210
E09000002,Barking & Dagenham,01/11/2016,285853
E09000002,Barking & Dagenham,01/12/2016,285622
E09000002,Barking & Dagenham,01/01/2017,282441
E09000002,Barking & Dagenham,01/02/2017,280698
E09000002,Barking & Dagenham,01/03/2017,278213
E09000002,Barking & Dagenham,01/04/2017,280567
E09000002,Barking & Dagenham,01/05/2017,286018
E09000002,Barking & Dagenham,01/06/2017,289569
E09000002,Barking & Dagenham,01/07/2017,291727
E09000002,Barking & Dagenham,01/08/2017,290965
E09000002,Barking & Dagenham,01/09/2017,292519
E09000002,Barking & Dagenham,01/10/2017,293390
E09000002,Barking & Dagenham,01/11/2017,293796
E09000002,Barking & Dagenham,01/12/2017,292915
E09000002,Barking & Dagenham,01/01/2018,291548
E09000002,Barking & Dagenham,01/02/2018,292777
E09000002,Barking & Dagenham,01/03/2018,291723
E09000002,Barking & Dagenham,01/04/2018,291184
E09000002,Barking & Dagenham,01/05/2018,290239
E09000002,Barking & Dagenham,01/06/2018,294236
E09000002,Barking & Dagenham,01/07/2018,294953
E09000002,Barking & Dagenham,01/08/2018,295908
E09000002,Barking & Dagenham,01/09/2018,296424
E09000002,Barking & Dagenham,01/10/2018,299648
E09000002,Barking & Dagenham,01/11/2018,302606
E09000002,Barking & Dagenham,01/12/2018,301114
E09000002,Barking & Dagenham,01/01/2019,297181
E09000002,Barking & Dagenham,01/02/2019,293839
E09000002,Barking & Dagenham,01/03/2019,294065
E09000002,Barking & Dagenham,01/04/2019,295498
E09000002,Barking & Dagenham,01/05/2019,295092
E09000002,Barking & Dagenham,01/06/2019,293889
E09000002,Barking & Dagenham,01/07/2019,297426
E09000002,Barking & Dagenham,01/08/2019,299421
E09000002,Barking & Dagenham,01/09/2019,304778
E09000002,Barking & Dagenham,01/10/2019,304579
E09000002,Barking & Dagenham,01/11/2019,304515
E09000002,Barking & Dagenham,01/12/2019,299771
E09000002,Barking & Dagenham,01/01/2020,303055
E09000002,Barking & Dagenham,01/02/2020,302697
E09000002,Barking & Dagenham,01/03/2020,301413
E09000002,Barking & Dagenham,01/04/2020,293603
E09000002,Barking & Dagenham,01/05/2020,293816
E09000002,Barking & Dagenham,01/06/2020,300526
